Name,estimated_minutes,submission_wins,ko_tko_wins,Total (R1-R5) Strikes Attempts,Total (R1-R5) Strikes Landed,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total (R1-R5) Ground Total Strikes_Attempts,Total (R1-R5) Ground Total Strikes_Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Total (R1-R5) Grappling Time,Total (R1-R5) Grappling Actions(Grd. Strikes + (Sub & TD Attempts),"Total (R1-R5) Striking, Standing, and Clinch Time",Total Striking Attempts to Grappling Action Attempts Ratio,Total Striking Time to Grappling Action Time Ratio
Johny Hendricks,135,0,0,7401.0,3732.0,6307.0,2738.0,4014.0,1895.0,804.0,655.0,7.0,310.0,127.0,116.0,56.0,26.958333333333332,1121.0,108.04166666666667,6.6021409455843,4.0077279752704795
Jon Delos Reyes,30,3,0,223.0,102.0,191.0,76.0,685.0,285.0,89.0,41.0,3.0,4.0,4.0,10.0,6.0,1.8916666666666666,96.0,28.108333333333334,2.3229166666666665,14.859030837004406
Jon Jones,90,0,0,1385.0,900.0,1299.0,820.0,1160.0,572.0,44.0,30.0,0.0,33.0,15.0,45.0,21.0,1.0583333333333333,77.0,88.94166666666666,17.98701298701299,84.03937007874015
Jon Tuck,85,2,1,2305.0,1223.0,1749.0,722.0,1529.0,625.0,555.0,435.0,15.0,35.0,18.0,51.0,11.0,9.954166666666667,605.0,75.04583333333333,3.809917355371901,7.539137714524905
Jonathan Meunier,30,1,0,52.0,40.0,23.0,16.0,679.0,341.0,33.0,28.0,0.0,0.0,0.0,38.0,16.0,0.016666666666666666,33.0,29.983333333333334,1.5757575757575757,1799.0
Jonathan Wilson,45,0,1,308.0,186.0,296.0,174.0,258.0,69.0,22.0,20.0,0.0,2.0,2.0,13.0,3.0,0.6625,24.0,44.3375,12.833333333333334,66.9245283018868
Jonavin Webb,30,0,0,80.0,33.0,67.0,23.0,112.0,61.0,14.0,11.0,2.0,8.0,2.0,1.0,1.0,0.625,24.0,29.375,3.3333333333333335,47.0
Jordan Espinosa,20,1,1,14.0,10.0,11.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.625,2.0,19.375,7.0,31.0
Jordan Johnson,55,1,0,1015.0,588.0,585.0,260.0,383.0,215.0,346.0,242.0,6.0,38.0,18.0,3.0,1.0,6.725,390.0,48.275,2.6025641025641026,7.178438661710038
Jordan Mein,90,0,1,1588.0,870.0,1395.0,699.0,1800.0,816.0,322.0,242.0,3.0,55.0,38.0,36.0,15.0,9.672916666666667,380.0,80.32708333333333,4.178947368421053,8.304329097566228
Jordan Rinaldi,25,1,0,181.0,93.0,128.0,42.0,366.0,136.0,53.0,51.0,3.0,14.0,4.0,36.0,11.0,1.5083333333333333,70.0,23.491666666666667,2.585714285714286,15.574585635359117
Jorge Masvidal,165,0,3,10216.0,6139.0,7920.0,4079.0,5294.0,2346.0,1579.0,1200.0,36.0,131.0,64.0,132.0,45.0,29.995833333333334,1746.0,135.00416666666666,5.851088201603665,4.500763994999305
Jorge de Oliveira,20,0,0,114.0,62.0,68.0,23.0,23.0,9.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,0.625,29.0,19.375,3.9310344827586206,31.0
Jose Aldo,115,0,1,3289.0,1568.0,3036.0,1323.0,5624.0,2507.0,259.0,234.0,12.0,13.0,12.0,62.0,25.0,7.570833333333334,284.0,107.42916666666666,11.580985915492958,14.189873417721516
Jose Flores,10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Jose Quinonez,65,1,0,958.0,426.0,827.0,329.0,666.0,302.0,226.0,158.0,14.0,40.0,26.0,18.0,6.0,3.5083333333333333,280.0,61.49166666666667,3.4214285714285713,17.52731591448931
Jose Torres,15,0,1,65.0,25.0,62.0,22.0,293.0,123.0,6.0,5.0,0.0,3.0,1.0,32.0,19.0,0.09166666666666666,9.0,14.908333333333333,7.222222222222222,162.63636363636365
Joseph Benavidez,95,1,0,2943.0,1405.0,2633.0,1121.0,2806.0,1119.0,376.0,318.0,6.0,42.0,26.0,138.0,46.0,8.735416666666667,424.0,86.26458333333333,6.941037735849057,9.875268304316718
Joseph Morales,15,1,0,26.0,15.0,22.0,12.0,74.0,36.0,19.0,13.0,1.0,0.0,0.0,7.0,3.0,0.175,20.0,14.825,1.3,84.71428571428572
Josh Appelt,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Josh Barnett,50,1,0,620.0,465.0,478.0,327.0,507.0,222.0,16.0,16.0,0.0,1.0,0.0,11.0,1.0,0.625,17.0,49.375,36.470588235294116,79.0
Josh Copeland,30,0,0,56.0,20.0,56.0,20.0,258.0,143.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.625,1.0,29.375,56.0,47.0
Josh Emmett,75,0,1,2397.0,961.0,2286.0,885.0,2851.0,1181.0,202.0,116.0,4.0,65.0,34.0,77.0,22.0,2.55,271.0,72.45,8.845018450184503,28.411764705882355
Josh Koscheck,15,2,0,55.0,21.0,40.0,7.0,187.0,84.0,1.0,1.0,0.0,6.0,1.0,8.0,4.0,0.1,7.0,14.9,7.857142857142857,149.0
Josh Samman,40,1,1,270.0,200.0,129.0,67.0,247.0,118.0,150.0,140.0,2.0,10.0,5.0,6.0,1.0,1.975,162.0,38.025,1.6666666666666667,19.253164556962023
Josh Sampo,5,1,0,104.0,54.0,67.0,19.0,0.0,0.0,42.0,38.0,0.0,0.0,0.0,0.0,0.0,0.625,42.0,4.375,2.4761904761904763,7.0
Josh Shockley,20,0,0,20.0,13.0,12.0,6.0,159.0,63.0,6.0,5.0,1.0,0.0,0.0,9.0,0.0,0.625,7.0,19.375,2.857142857142857,31.0
Josh Stansbury,35,0,0,520.0,389.0,280.0,158.0,37.0,19.0,222.0,199.0,2.0,6.0,0.0,1.0,1.0,2.4291666666666667,230.0,32.57083333333333,2.260869565217391,13.408233276157803
Josh Thomson,55,0,0,270.0,111.0,236.0,83.0,240.0,92.0,36.0,19.0,0.0,27.0,8.0,4.0,3.0,3.0541666666666667,63.0,51.94583333333333,4.285714285714286,17.00818553888131
Joshua Burkman,105,2,0,3285.0,1414.0,3204.0,1345.0,2442.0,1028.0,66.0,51.0,0.0,125.0,36.0,114.0,39.0,2.308333333333333,191.0,102.69166666666666,17.198952879581153,44.48736462093863
Joshua Sampo,30,0,0,115.0,57.0,78.0,22.0,158.0,98.0,42.0,38.0,1.0,0.0,0.0,21.0,14.0,0.625,43.0,29.375,2.6744186046511627,47.0
Juan Puig,10,0,0,51.0,13.0,51.0,13.0,29.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,51.0,15.0
Julian Erosa,25,0,0,159.0,107.0,108.0,61.0,168.0,88.0,9.0,7.0,2.0,3.0,2.0,1.0,0.0,0.44583333333333336,14.0,24.554166666666667,11.357142857142858,55.074766355140184
Julian Marquez,35,1,1,253.0,153.0,200.0,102.0,426.0,177.0,90.0,79.0,5.0,3.0,0.0,18.0,7.0,0.7958333333333333,98.0,34.204166666666666,2.5816326530612246,42.97905759162304
Juliana Lima,100,1,0,2344.0,1469.0,1540.0,753.0,1568.0,683.0,905.0,747.0,0.0,152.0,32.0,77.0,20.0,21.033333333333335,1057.0,78.96666666666667,2.21759697256386,3.7543581616481774
Julianna Pena,45,1,1,773.0,524.0,376.0,191.0,832.0,381.0,550.0,403.0,7.0,18.0,11.0,25.0,13.0,6.547916666666667,575.0,38.452083333333334,1.3443478260869566,5.872414890232262
Julio Arce,40,1,1,482.0,233.0,445.0,198.0,250.0,123.0,32.0,30.0,0.0,0.0,0.0,8.0,4.0,0.3416666666666667,32.0,39.65833333333333,15.0625,116.07317073170731
Jumabieke Tuerxun,35,0,0,254.0,106.0,195.0,57.0,261.0,87.0,43.0,39.0,4.0,18.0,2.0,12.0,4.0,0.45416666666666666,65.0,34.545833333333334,3.9076923076923076,76.06422018348624
Junior Albini,25,1,1,217.0,130.0,176.0,90.0,1098.0,520.0,6.0,4.0,0.0,1.0,0.0,39.0,15.0,0.625,7.0,24.375,31.0,39.0
Junior Dos Santos,90,0,0,1938.0,952.0,1862.0,884.0,1219.0,627.0,68.0,56.0,0.0,4.0,4.0,34.0,11.0,0.7,72.0,89.3,26.916666666666668,127.57142857142857
Junior Hernandez,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Jussier Formiga,115,3,0,2415.0,1298.0,1554.0,567.0,3555.0,1452.0,842.0,674.0,21.0,132.0,54.0,187.0,75.0,20.008333333333333,995.0,94.99166666666667,2.4271356783919598,4.747605164514786
Justin Edwards,30,1,0,77.0,26.0,76.0,25.0,301.0,107.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.10833333333333334,5.0,29.891666666666666,15.4,275.9230769230769
Justin Gaethje,50,0,2,1215.0,676.0,1208.0,671.0,3380.0,1353.0,8.0,4.0,0.0,2.0,0.0,72.0,29.0,0.05,10.0,49.95,121.5,999.0
Justin Jones,30,0,0,73.0,32.0,69.0,28.0,55.0,34.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.625,2.0,29.375,36.5,47.0
Justin Ledet,50,1,0,853.0,394.0,838.0,381.0,199.0,66.0,14.0,12.0,2.0,2.0,2.0,1.0,1.0,0.5,18.0,49.5,47.388888888888886,99.0
Justin Salas,20,0,1,142.0,79.0,138.0,75.0,248.0,106.0,14.0,14.0,0.0,16.0,0.0,19.0,8.0,0.016666666666666666,30.0,19.983333333333334,4.733333333333333,1199.0
Justin Scoggins,105,2,0,2628.0,1569.0,2171.0,1188.0,1050.0,422.0,863.0,707.0,18.0,163.0,106.0,68.0,27.0,29.48125,1044.0,75.51875,2.5172413793103448,2.5615857536569853
Justin Willis,35,0,1,275.0,169.0,226.0,126.0,773.0,343.0,58.0,50.0,0.0,8.0,6.0,6.0,2.0,1.2916666666666667,66.0,33.708333333333336,4.166666666666667,26.096774193548388
Justine Kish,60,0,0,783.0,441.0,691.0,358.0,542.0,192.0,115.0,104.0,2.0,34.0,11.0,12.0,4.0,3.1145833333333335,151.0,56.885416666666664,5.185430463576159,18.26421404682274
KJ Noons,35,0,1,138.0,64.0,138.0,64.0,674.0,267.0,11.0,6.0,0.0,0.0,0.0,21.0,10.0,0.016666666666666666,11.0,34.983333333333334,12.545454545454545,2099.0
Kailin Curran,90,3,0,2618.0,1467.0,1916.0,852.0,229.0,131.0,462.0,390.0,10.0,57.0,45.0,19.0,4.0,5.560416666666667,529.0,84.43958333333333,4.948960302457467,15.185837392281753
Kajan Johnson,95,0,1,1570.0,684.0,1531.0,653.0,1750.0,763.0,264.0,177.0,5.0,117.0,43.0,113.0,50.0,6.295833333333333,386.0,88.70416666666667,4.067357512953368,14.089344804765055
Kalindra Faria,25,2,0,99.0,52.0,78.0,38.0,1513.0,676.0,32.0,26.0,1.0,2.0,1.0,15.0,9.0,0.20416666666666666,35.0,24.795833333333334,2.8285714285714287,121.44897959183675
Kamaru Usman,115,1,1,3946.0,2759.0,2272.0,1234.0,2768.0,1210.0,1860.0,1528.0,11.0,230.0,121.0,167.0,43.0,38.23125,2101.0,76.76875,1.8781532603522133,2.008010462645087
Karine Gevorgyan,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Karl Roberson,15,2,1,43.0,31.0,37.0,27.0,464.0,205.0,13.0,7.0,2.0,1.0,1.0,36.0,20.0,0.29583333333333334,16.0,14.704166666666667,2.6875,49.70422535211268
Karolina Kowalkiewicz,110,1,0,6845.0,3064.0,5864.0,2203.0,4931.0,2253.0,646.0,510.0,0.0,17.0,2.0,146.0,81.0,6.370833333333334,663.0,103.62916666666666,10.324283559577678,16.26618705035971
Katlyn Chookagian,75,0,0,1933.0,743.0,1699.0,524.0,1150.0,540.0,149.0,135.0,1.0,27.0,0.0,38.0,16.0,0.49583333333333335,177.0,74.50416666666666,10.92090395480226,150.26050420168065
Katsunori Kikuno,40,1,0,716.0,428.0,484.0,223.0,340.0,151.0,232.0,200.0,2.0,18.0,14.0,15.0,7.0,8.166666666666666,252.0,31.833333333333336,2.8412698412698414,3.89795918367347
Kazuki Tokudome,25,0,0,174.0,131.0,55.0,31.0,0.0,0.0,135.0,114.0,0.0,7.0,3.0,0.0,0.0,1.6708333333333334,142.0,23.329166666666666,1.2253521126760563,13.962593516209475
Keita Nakamura,85,2,0,1463.0,781.0,1040.0,422.0,2091.0,901.0,515.0,419.0,12.0,54.0,24.0,58.0,13.0,7.252083333333333,581.0,77.74791666666667,2.5180722891566263,10.720769893708704
Keith Berish,20,1,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,19.375,1.0,31.0
Kelly Faszholz,30,0,0,167.0,96.0,145.0,76.0,185.0,94.0,1.0,1.0,0.0,2.0,0.0,9.0,2.0,0.025,3.0,29.975,55.666666666666664,1199.0
Kelly McGill,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Kelvin Gastelum,155,2,3,9632.0,4721.0,8242.0,3468.0,4622.0,1942.0,1191.0,961.0,9.0,77.0,39.0,192.0,76.0,20.93125,1277.0,134.06875,7.542678151918559,6.405195580770379
Kennedy Nzechukwu,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Kenny Robertson,55,1,1,934.0,599.0,638.0,365.0,116.0,59.0,494.0,366.0,10.0,43.0,15.0,7.0,4.0,8.075,547.0,46.925,1.7074954296160878,5.811145510835914
Ketlen Vieira,55,1,0,917.0,414.0,662.0,198.0,895.0,396.0,190.0,158.0,2.0,29.0,15.0,40.0,22.0,5.61875,221.0,49.38125,4.149321266968326,8.78865406006674
Kevin Aguilar,15,0,0,0.0,0.0,0.0,0.0,207.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.625,1.0,14.375,0.0,23.0
Kevin Casey,65,0,0,816.0,515.0,621.0,330.0,1190.0,521.0,349.0,316.0,0.0,22.0,6.0,68.0,27.0,5.05625,371.0,59.94375,2.1994609164420487,11.855377008652656
Kevin Gray,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Kevin Holland,15,0,0,0.0,0.0,0.0,0.0,696.0,336.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.625,1.0,14.375,0.0,23.0
Kevin Lee,155,5,2,9721.0,4714.0,7977.0,3175.0,4640.0,2132.0,2803.0,2245.0,78.0,481.0,187.0,120.0,44.0,44.322916666666664,3362.0,110.67708333333334,2.891433670434265,2.497062279670976
Kevin Souza,25,0,2,351.0,163.0,347.0,163.0,458.0,202.0,1.0,1.0,0.0,0.0,0.0,32.0,13.0,0.625,1.0,24.375,351.0,39.0
Khabib Nurmagomedov,100,2,1,2645.0,1688.0,1989.0,1074.0,3383.0,1385.0,1648.0,1348.0,4.0,131.0,58.0,31.0,9.0,24.28125,1783.0,75.71875,1.4834548513740886,3.1184041184041185
Khalid Murtazaliev,10,0,1,0.0,0.0,0.0,0.0,354.0,185.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,0.625,1.0,9.375,0.0,15.0
Khalid Taha,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Khalil Rountree,20,0,0,76.0,58.0,27.0,14.0,0.0,0.0,39.0,35.0,0.0,0.0,0.0,0.0,0.0,0.625,39.0,19.375,1.9487179487179487,31.0
Khalil Rountree Jr.,30,0,3,670.0,384.0,419.0,159.0,153.0,89.0,205.0,176.0,1.0,0.0,0.0,5.0,1.0,0.016666666666666666,206.0,29.983333333333334,3.2524271844660193,1799.0
Kiichi Kunimoto,55,2,1,430.0,219.0,334.0,145.0,987.0,414.0,71.0,46.0,3.0,45.0,6.0,40.0,17.0,1.7708333333333333,119.0,53.229166666666664,3.6134453781512605,30.058823529411764
Konstantin Erokhin,30,0,0,43.0,23.0,36.0,17.0,225.0,80.0,3.0,3.0,0.0,0.0,0.0,22.0,4.0,0.15833333333333333,3.0,29.841666666666665,14.333333333333334,188.4736842105263
Krzysztof Jotko,115,1,1,3712.0,2092.0,2355.0,1060.0,1807.0,864.0,708.0,575.0,1.0,68.0,23.0,66.0,18.0,10.252083333333333,777.0,104.74791666666667,4.777348777348777,10.21723226986385
Kurt Holobaugh,20,0,0,103.0,51.0,98.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,19.375,103.0,31.0
Kwan Ho Kwak,20,0,0,134.0,59.0,128.0,53.0,281.0,118.0,1.0,1.0,0.0,0.0,0.0,23.0,10.0,0.625,1.0,19.375,134.0,31.0
Kyle Bochniak,75,0,0,1232.0,456.0,1179.0,410.0,1077.0,422.0,70.0,54.0,0.0,44.0,10.0,77.0,43.0,0.9625,114.0,74.0375,10.807017543859649,76.92207792207792
Kyle Kingsbury,15,0,0,0.0,0.0,0.0,0.0,77.0,40.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.625,1.0,14.375,0.0,23.0
Kyle Noke,75,0,1,1430.0,789.0,1227.0,605.0,679.0,255.0,418.0,310.0,0.0,8.0,4.0,32.0,17.0,1.5,426.0,73.5,3.356807511737089,49.0
Kyle Stewart,10,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Kyler Phillips,5,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Kyoji Horiguchi,105,1,1,2807.0,1399.0,2395.0,1042.0,1689.0,755.0,642.0,482.0,0.0,53.0,25.0,60.0,23.0,6.4625,695.0,98.5375,4.038848920863309,15.247582205029012
Kyung Ho Kang,50,2,0,739.0,544.0,425.0,240.0,343.0,175.0,535.0,482.0,17.0,8.0,7.0,19.0,11.0,52.30833333333333,560.0,-2.30833333333333,1.3196428571428571,-0.044129361159789646
Lance Benoist,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Lando Vannata,60,1,1,1071.0,467.0,1050.0,446.0,2063.0,1024.0,60.0,36.0,1.0,15.0,6.0,38.0,11.0,15.702083333333333,76.0,44.297916666666666,14.092105263157896,2.821148998275176
Larissa Pacheco,15,1,0,18.0,11.0,13.0,6.0,158.0,66.0,9.0,7.0,0.0,1.0,0.0,8.0,3.0,0.625,10.0,14.375,1.8,23.0
Lauren Mueller,30,0,0,190.0,109.0,163.0,85.0,95.0,34.0,20.0,18.0,0.0,2.0,0.0,0.0,0.0,0.17083333333333334,22.0,29.829166666666666,8.636363636363637,174.60975609756096
Lauren Murphy,90,0,1,3126.0,2048.0,1819.0,844.0,54.0,31.0,1417.0,1297.0,0.0,55.0,15.0,7.0,5.0,7.4375,1472.0,82.5625,2.123641304347826,11.100840336134453
Lazar Stojadinovic,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Leandro Issa,65,2,0,952.0,436.0,762.0,276.0,520.0,253.0,251.0,200.0,15.0,80.0,19.0,26.0,9.0,6.5125,346.0,58.4875,2.7514450867052025,8.980806142034549
Leandro Silva,90,1,0,1299.0,870.0,893.0,477.0,1022.0,476.0,302.0,289.0,15.0,96.0,48.0,69.0,30.0,13.429166666666667,413.0,76.57083333333333,3.1452784503631963,5.701830592615575
Leo Kuntz,25,1,0,30.0,11.0,25.0,7.0,207.0,72.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0125,3.0,24.9875,10.0,1999.0
Leon Edwards,150,1,2,3223.0,1946.0,2369.0,1160.0,3853.0,1733.0,835.0,758.0,15.0,133.0,38.0,107.0,42.0,25.166666666666668,983.0,124.83333333333333,3.278738555442523,4.960264900662251
Leonardo Augusto Leleco,30,1,0,169.0,121.0,108.0,64.0,243.0,105.0,74.0,71.0,0.0,0.0,0.0,25.0,12.0,0.625,74.0,29.375,2.2837837837837838,47.0
Leonardo Mafra,30,1,0,316.0,193.0,231.0,116.0,208.0,76.0,110.0,95.0,0.0,6.0,5.0,1.0,0.0,1.3020833333333333,116.0,28.697916666666668,2.7241379310344827,22.040000000000003
Leonardo Morales,20,1,0,88.0,47.0,72.0,33.0,111.0,38.0,19.0,15.0,0.0,1.0,0.0,4.0,3.0,0.7,20.0,19.3,4.4,27.571428571428573
Leonardo Santos,60,1,1,922.0,462.0,712.0,268.0,813.0,323.0,167.0,148.0,2.0,37.0,9.0,53.0,20.0,4.925,206.0,55.075,4.475728155339806,11.18274111675127
Leslie Smith,75,0,2,3288.0,1290.0,3107.0,1125.0,320.0,125.0,44.0,35.0,0.0,30.0,0.0,25.0,6.0,0.029166666666666667,74.0,74.97083333333333,44.432432432432435,2570.428571428571
Levan Makashvili,45,0,0,292.0,192.0,179.0,91.0,407.0,189.0,119.0,106.0,0.0,34.0,16.0,32.0,14.0,1.7916666666666667,153.0,43.208333333333336,1.908496732026144,24.116279069767444
Lewis Gonzalez,15,0,0,0.0,0.0,0.0,0.0,96.0,55.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.625,1.0,14.375,0.0,23.0
Li Jingliang,115,1,4,5339.0,2453.0,4860.0,2019.0,1488.0,654.0,810.0,600.0,0.0,155.0,51.0,60.0,28.0,0.6145833333333334,965.0,114.38541666666667,5.532642487046632,186.1186440677966
Lina Lansberg,65,0,0,897.0,565.0,727.0,418.0,118.0,69.0,45.0,33.0,0.0,26.0,4.0,11.0,6.0,1.075,71.0,63.925,12.633802816901408,59.46511627906977
Lipeng Zhang,30,0,0,60.0,37.0,25.0,10.0,0.0,0.0,36.0,28.0,2.0,10.0,4.0,0.0,0.0,0.4,48.0,29.6,1.25,74.0
Lisa Ellis,15,2,0,10.0,7.0,5.0,4.0,118.0,69.0,7.0,5.0,1.0,3.0,2.0,2.0,0.0,0.4895833333333333,11.0,14.510416666666666,0.9090909090909091,29.638297872340427
Liu Pingyuan,15,0,0,0.0,0.0,0.0,0.0,328.0,113.0,0.0,0.0,0.0,0.0,0.0,29.0,10.0,0.625,1.0,14.375,0.0,23.0
Livinha Souza,5,1,0,0.0,0.0,0.0,0.0,241.0,131.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,0.625,1.0,4.375,0.0,7.0
Liz Carmouche,75,0,0,1338.0,1036.0,533.0,289.0,592.0,254.0,413.0,396.0,0.0,70.0,38.0,7.0,3.0,7.775,483.0,67.225,2.770186335403727,8.646302250803858
Lorenz Larkin,85,0,3,2300.0,1100.0,2148.0,959.0,2698.0,1311.0,163.0,149.0,0.0,6.0,1.0,92.0,42.0,1.9208333333333334,169.0,83.07916666666667,13.609467455621301,43.25162689804772
Louis Gaudinot,20,1,0,9.0,7.0,4.0,2.0,190.0,96.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.625,1.0,19.375,9.0,31.0
Louis Smolka,130,1,2,6175.0,3229.0,5371.0,2476.0,1455.0,656.0,1808.0,1327.0,81.0,206.0,67.0,76.0,40.0,23.258333333333333,2095.0,106.74166666666667,2.947494033412888,4.589394482264422
Luan Chagas,50,2,0,753.0,357.0,704.0,315.0,702.0,345.0,98.0,65.0,1.0,13.0,2.0,18.0,9.0,1.9458333333333333,112.0,48.05416666666667,6.723214285714286,24.695931477516062
Lucas Martins,55,0,1,641.0,252.0,607.0,218.0,463.0,171.0,13.0,13.0,2.0,3.0,0.0,32.0,10.0,0.025,18.0,54.975,35.611111111111114,2199.0
Lucie Pudilova,60,0,0,1388.0,734.0,1084.0,478.0,769.0,312.0,110.0,81.0,4.0,6.0,0.0,15.0,3.0,1.825,120.0,58.175,11.566666666666666,31.876712328767123
Luigi Vendramini,10,0,0,0.0,0.0,0.0,0.0,850.0,345.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.625,1.0,9.375,0.0,15.0
Luis Gomez Alvarez,15,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Luis Henrique,80,2,0,1318.0,816.0,542.0,258.0,324.0,140.0,786.0,536.0,12.0,98.0,33.0,4.0,1.0,8.889583333333333,896.0,71.11041666666667,1.4709821428571428,7.99929692992735
Luis Pena,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Luiz Dutra,10,0,0,25.0,17.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,25.0,15.0
Lukasz Sajewski,30,1,0,225.0,89.0,202.0,66.0,463.0,189.0,0.0,0.0,0.0,3.0,0.0,23.0,9.0,0.625,3.0,29.375,75.0,47.0
Luke Barnatt,50,0,1,862.0,264.0,855.0,257.0,67.0,26.0,12.0,8.0,0.0,3.0,0.0,9.0,1.0,0.32083333333333336,15.0,49.67916666666667,57.46666666666667,154.84415584415584
Luke Jumeau,45,0,0,305.0,171.0,261.0,129.0,468.0,212.0,18.0,16.0,0.0,0.0,0.0,32.0,14.0,0.016666666666666666,18.0,44.983333333333334,16.944444444444443,2699.0
Luke Rockhold,80,3,3,1514.0,985.0,1312.0,806.0,2836.0,1115.0,680.0,528.0,34.0,21.0,12.0,71.0,26.0,11.208333333333334,735.0,68.79166666666667,2.0598639455782313,6.137546468401487
Luke Sanders,45,3,0,1049.0,646.0,868.0,491.0,1692.0,782.0,398.0,356.0,4.0,8.0,3.0,94.0,38.0,2.325,410.0,42.675,2.5585365853658537,18.354838709677416
Luke Zachrich,25,0,0,248.0,72.0,248.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.625,1.0,24.375,248.0,39.0
Lyman Good,25,0,1,115.0,64.0,106.0,55.0,464.0,179.0,20.0,16.0,0.0,0.0,0.0,7.0,1.0,0.125,20.0,24.875,5.75,199.0
Lyoto Machida,120,0,2,2202.0,924.0,2096.0,852.0,1133.0,612.0,151.0,88.0,0.0,14.0,7.0,64.0,25.0,5.858333333333333,165.0,114.14166666666667,13.345454545454546,19.483641536273115
Mackenzie Dern,20,1,0,149.0,76.0,143.0,70.0,488.0,187.0,12.0,11.0,1.0,6.0,1.0,15.0,7.0,0.425,19.0,19.575,7.842105263157895,46.05882352941176
Mads Burnell,45,2,0,233.0,134.0,94.0,40.0,856.0,359.0,116.0,80.0,1.0,7.0,3.0,79.0,31.0,1.3020833333333333,124.0,43.697916666666664,1.8790322580645162,33.56
Magnus Cedenblad,45,1,1,679.0,553.0,205.0,118.0,154.0,110.0,424.0,380.0,3.0,27.0,15.0,9.0,2.0,7.808333333333334,454.0,37.19166666666666,1.4955947136563876,4.763073639274279
