Name,estimated_minutes,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Significant Strikes Landed per Minute,Str. Acc. - Significant Striking Accuracy,Significant Strikes Absorbed per Minute,Significant Strike Defence (% of Opponents Strikes Missed),Average Takedowns Landed per minute,TD Acc. - Takedown Accuracy,Takedown Defense (% of opponents TD attempts missed),Sub. Avg. - Average Submissions Attempted per minute
Brandon Thatch,45,510.0,178.0,500.0,265.0,0.0,11.0,7.0,15.0,8.0,3.9555555555555557,0.34901960784313724,5.888888888888889,5.222222222222222,11.11111111111111,0.6363636363636364,0.4666666666666667,0.0
Brendan O'Reilly,50,337.0,137.0,696.0,322.0,2.0,30.0,13.0,23.0,9.0,2.74,0.4065281899109792,6.44,7.48,13.92,0.43333333333333335,0.6086956521739131,0.04
Brendan Schaub,20,88.0,30.0,156.0,60.0,0.0,5.0,1.0,1.0,0.0,1.5,0.3409090909090909,3.0,4.8,7.8,0.2,1.0,0.0
Brett Johns,65,739.0,393.0,2639.0,1115.0,5.0,80.0,54.0,90.0,29.0,6.046153846153846,0.5317997293640054,17.153846153846153,23.446153846153845,40.6,0.675,0.6777777777777778,0.07692307692307693
Brian Camozzi,30,252.0,69.0,873.0,376.0,2.0,6.0,0.0,16.0,6.0,2.3,0.27380952380952384,12.533333333333333,16.566666666666666,29.1,0.0,0.625,0.06666666666666667
Brian Ebersole,20,94.0,49.0,253.0,105.0,0.0,5.0,1.0,11.0,6.0,2.45,0.5212765957446809,5.25,7.4,12.65,0.2,0.45454545454545453,0.0
Brian Houston,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Kelleher,55,605.0,292.0,3513.0,1362.0,6.0,15.0,6.0,74.0,32.0,5.3090909090909095,0.4826446280991736,24.763636363636362,39.10909090909091,63.872727272727275,0.4,0.5675675675675675,0.10909090909090909
Brian Ortega,80,2058.0,679.0,3168.0,1509.0,29.0,27.0,6.0,114.0,44.0,8.4875,0.3299319727891156,18.8625,20.7375,39.6,0.2222222222222222,0.6140350877192983,0.3625
Brock Lesnar,15,0.0,0.0,260.0,95.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.333333333333333,11.0,17.333333333333332,0.0,0.0,0.0
Bruno Korea,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Santos,30,51.0,25.0,103.0,73.0,0.0,6.0,4.0,3.0,3.0,0.8333333333333334,0.49019607843137253,2.433333333333333,1.0,3.433333333333333,0.6666666666666666,0.0,0.0
Bryan Barberena,95,3740.0,1838.0,2016.0,866.0,6.0,27.0,11.0,114.0,48.0,19.347368421052632,0.4914438502673797,9.115789473684211,12.105263157894736,21.221052631578946,0.4074074074074074,0.5789473684210527,0.06315789473684211
Bryan Caraway,70,935.0,276.0,1030.0,483.0,8.0,70.0,17.0,47.0,27.0,3.942857142857143,0.29518716577540105,6.9,7.814285714285714,14.714285714285714,0.24285714285714285,0.425531914893617,0.11428571428571428
Bryce Mitchell,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bubba Bush,20,4.0,2.0,21.0,13.0,0.0,0.0,0.0,4.0,0.0,0.1,0.5,0.65,0.4,1.05,0.0,1.0,0.0
Bubba McDaniel,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Dollaway,80,1388.0,702.0,1697.0,712.0,2.0,71.0,38.0,45.0,18.0,8.775,0.5057636887608069,8.9,12.3125,21.2125,0.5352112676056338,0.6,0.025
CJ Hamilton,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CM Punk,20,1.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0
Cain Carrizosa,20,3.0,0.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.45,1.0,0.0,0.0,0.0
Cain Velasquez,20,169.0,88.0,578.0,293.0,0.0,5.0,4.0,14.0,5.0,4.4,0.5207100591715976,14.65,14.25,28.9,0.8,0.6428571428571429,0.0
Caio Magalhaes,30,114.0,69.0,579.0,255.0,0.0,0.0,0.0,29.0,7.0,2.3,0.6052631578947368,8.5,10.8,19.3,0.0,0.7586206896551724,0.0
Calvin Kattar,45,514.0,235.0,1629.0,711.0,0.0,7.0,4.0,39.0,19.0,5.222222222222222,0.4571984435797665,15.8,20.4,36.2,0.5714285714285714,0.5128205128205128,0.0
Carla Esparza,115,2164.0,845.0,2821.0,1089.0,13.0,290.0,106.0,120.0,52.0,7.3478260869565215,0.39048059149722736,9.469565217391304,15.060869565217391,24.530434782608694,0.36551724137931035,0.5666666666666667,0.11304347826086956
Carlo Pedersoli,20,179.0,67.0,1069.0,533.0,0.0,4.0,3.0,72.0,27.0,3.35,0.3743016759776536,26.65,26.8,53.45,0.75,0.625,0.0
Carlos Candelario,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Condit,75,2472.0,932.0,3670.0,1822.0,5.0,12.0,8.0,194.0,70.0,12.426666666666666,0.37702265372168287,24.293333333333333,24.64,48.93333333333333,0.6666666666666666,0.6391752577319587,0.06666666666666667
Carlos Diego Ferreira,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carls John De Tomas,25,74.0,30.0,39.0,13.0,0.0,4.0,2.0,0.0,0.0,1.2,0.40540540540540543,0.52,1.04,1.56,0.5,0.0,0.0
Casey Kenney,30,143.0,59.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,1.9666666666666666,0.4125874125874126,0.0,0.0,0.0,0.375,0.0,0.03333333333333333
Cat Zingano,65,395.0,241.0,1379.0,573.0,12.0,22.0,18.0,22.0,13.0,3.707692307692308,0.610126582278481,8.815384615384616,12.4,21.215384615384615,0.8181818181818182,0.4090909090909091,0.18461538461538463
Cathal Pendred,75,1117.0,501.0,685.0,322.0,6.0,153.0,39.0,25.0,7.0,6.68,0.4485228290062668,4.293333333333333,4.84,9.133333333333333,0.2549019607843137,0.72,0.08
Cesar Arzamendia,10,46.0,16.0,25.0,15.0,0.0,4.0,3.0,3.0,1.0,1.6,0.34782608695652173,1.5,1.0,2.5,0.75,0.6666666666666666,0.0
Cezar Ferreira,105,1661.0,669.0,1962.0,959.0,7.0,118.0,72.0,69.0,24.0,6.371428571428571,0.4027694160144491,9.133333333333333,9.552380952380952,18.685714285714287,0.6101694915254238,0.6521739130434783,0.06666666666666667
Chad Laprise,95,4448.0,1892.0,1776.0,759.0,0.0,58.0,31.0,31.0,15.0,19.91578947368421,0.42535971223021585,7.989473684210527,10.705263157894738,18.694736842105264,0.5344827586206896,0.5161290322580645,0.0
Chad Mendes,50,985.0,456.0,1548.0,660.0,0.0,46.0,12.0,64.0,28.0,9.12,0.46294416243654823,13.2,17.76,30.96,0.2608695652173913,0.5625,0.0
Chan Sung Jung,5,0.0,0.0,527.0,254.0,0.0,0.0,0.0,44.0,18.0,0.0,0.0,50.8,54.6,105.4,0.0,0.5909090909090909,0.0
Chance Rencountre,15,0.0,0.0,841.0,350.0,0.0,0.0,0.0,34.0,12.0,0.0,0.0,23.333333333333332,32.733333333333334,56.06666666666667,0.0,0.6470588235294118,0.0
Chanmi Jeon,30,250.0,92.0,81.0,31.0,0.0,0.0,0.0,0.0,0.0,3.066666666666667,0.368,1.0333333333333334,1.6666666666666667,2.7,0.0,0.0,0.0
Charles Byrd,20,62.0,37.0,251.0,111.0,3.0,3.0,3.0,14.0,6.0,1.85,0.5967741935483871,5.55,7.0,12.55,1.0,0.5714285714285714,0.15
Charles Oliveira,120,2885.0,1749.0,4353.0,1856.0,107.0,305.0,133.0,139.0,41.0,14.575,0.6062391681109185,15.466666666666667,20.808333333333334,36.275,0.4360655737704918,0.7050359712230215,0.8916666666666667
Charles Rosa,75,1060.0,369.0,346.0,150.0,16.0,76.0,34.0,7.0,3.0,4.92,0.3481132075471698,2.0,2.6133333333333333,4.613333333333333,0.4473684210526316,0.5714285714285714,0.21333333333333335
Charlie Brenneman,20,43.0,23.0,40.0,26.0,0.0,7.0,2.0,8.0,4.0,1.15,0.5348837209302325,1.3,0.7,2.0,0.2857142857142857,0.5,0.0
Charlie Ward,10,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
Chas Skelly,100,1655.0,586.0,2065.0,844.0,66.0,124.0,41.0,93.0,28.0,5.86,0.3540785498489426,8.44,12.21,20.65,0.33064516129032256,0.6989247311827957,0.66
Chase Sherman,85,3082.0,1278.0,668.0,296.0,0.0,0.0,0.0,27.0,8.0,15.035294117647059,0.41466580142764436,3.4823529411764707,4.376470588235295,7.858823529411764,0.0,0.7037037037037037,0.0
Chase Waldon,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheyden Leialoha,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chico Camus,75,759.0,313.0,865.0,364.0,4.0,17.0,10.0,36.0,14.0,4.173333333333333,0.41238471673254284,4.8533333333333335,6.68,11.533333333333333,0.5882352941176471,0.6111111111111112,0.05333333333333334
Chris Avila,30,128.0,42.0,355.0,118.0,0.0,1.0,0.0,18.0,6.0,1.4,0.328125,3.933333333333333,7.9,11.833333333333334,0.0,0.6666666666666666,0.0
Chris Beal,70,976.0,360.0,676.0,295.0,3.0,24.0,15.0,17.0,5.0,5.142857142857143,0.36885245901639346,4.214285714285714,5.442857142857143,9.657142857142857,0.625,0.7058823529411765,0.04285714285714286
Chris Camozzi,115,2754.0,1527.0,2268.0,1028.0,18.0,38.0,18.0,88.0,29.0,13.278260869565218,0.5544662309368191,8.939130434782609,10.782608695652174,19.721739130434784,0.47368421052631576,0.6704545454545454,0.1565217391304348
Chris Cariaso,70,1309.0,518.0,1243.0,517.0,12.0,8.0,6.0,13.0,2.0,7.4,0.39572192513368987,7.385714285714286,10.371428571428572,17.757142857142856,0.75,0.8461538461538461,0.17142857142857143
Chris Clements,20,27.0,25.0,252.0,133.0,0.0,0.0,0.0,12.0,7.0,1.25,0.9259259259259259,6.65,5.95,12.6,0.0,0.4166666666666667,0.0
Chris Dempsey,30,295.0,91.0,157.0,95.0,0.0,25.0,6.0,6.0,3.0,3.033333333333333,0.30847457627118646,3.1666666666666665,2.066666666666667,5.233333333333333,0.24,0.5,0.0
Chris Gruetzemacher,50,729.0,411.0,993.0,399.0,0.0,0.0,0.0,47.0,19.0,8.22,0.5637860082304527,7.98,11.88,19.86,0.0,0.5957446808510638,0.0
Chris Heatherly,10,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4,0.8,0.0,0.0,0.0,1.0,0.0,0.0
Chris Holdsworth,15,0.0,0.0,35.0,12.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.8,1.5333333333333334,2.3333333333333335,0.0,0.3333333333333333,0.0
Chris Indich,20,49.0,12.0,32.0,4.0,2.0,1.0,0.0,1.0,0.0,0.6,0.24489795918367346,0.2,1.4,1.6,0.0,1.0,0.1
Chris Kelades,60,388.0,208.0,1133.0,390.0,3.0,26.0,7.0,28.0,16.0,3.466666666666667,0.5360824742268041,6.5,12.383333333333333,18.883333333333333,0.2692307692307692,0.42857142857142855,0.05
Chris Wade,85,731.0,433.0,536.0,224.0,11.0,85.0,48.0,52.0,23.0,5.094117647058823,0.5923392612859097,2.635294117647059,3.6705882352941175,6.305882352941176,0.5647058823529412,0.5576923076923077,0.12941176470588237
Chris Weidman,90,1509.0,690.0,2431.0,1156.0,1.0,113.0,44.0,52.0,28.0,7.666666666666667,0.4572564612326044,12.844444444444445,14.166666666666666,27.011111111111113,0.3893805309734513,0.46153846153846156,0.011111111111111112
Chris de la Rocha,25,122.0,41.0,161.0,92.0,0.0,7.0,0.0,5.0,1.0,1.64,0.3360655737704918,3.68,2.76,6.44,0.0,0.8,0.0
Christian Colombo,35,332.0,155.0,141.0,63.0,0.0,2.0,0.0,13.0,2.0,4.428571428571429,0.46686746987951805,1.8,2.2285714285714286,4.0285714285714285,0.0,0.8461538461538461,0.0
Christina Marks,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christos Giagos,35,191.0,76.0,685.0,373.0,2.0,6.0,2.0,57.0,27.0,2.1714285714285713,0.39790575916230364,10.657142857142857,8.914285714285715,19.571428571428573,0.3333333333333333,0.5263157894736842,0.05714285714285714
Cindy Dandois,15,0.0,0.0,247.0,110.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,7.333333333333333,9.133333333333333,16.466666666666665,0.0,0.5,0.0
Claudia Gadelha,120,3795.0,1619.0,4121.0,1786.0,27.0,239.0,133.0,102.0,42.0,13.491666666666667,0.4266139657444005,14.883333333333333,19.458333333333332,34.34166666666667,0.5564853556485355,0.5882352941176471,0.225
Claudio Puelles,25,68.0,29.0,32.0,11.0,0.0,6.0,1.0,0.0,0.0,1.16,0.4264705882352941,0.44,0.84,1.28,0.16666666666666666,0.0,0.0
Claudio Silva,35,227.0,106.0,552.0,303.0,1.0,39.0,9.0,19.0,15.0,3.0285714285714285,0.4669603524229075,8.657142857142857,7.114285714285714,15.771428571428572,0.23076923076923078,0.21052631578947367,0.02857142857142857
Clay Collard,60,1171.0,364.0,675.0,285.0,4.0,51.0,15.0,5.0,2.0,6.066666666666666,0.3108454312553373,4.75,6.5,11.25,0.29411764705882354,0.6,0.06666666666666667
Clay Guida,85,2104.0,930.0,1676.0,786.0,5.0,181.0,59.0,117.0,53.0,10.941176470588236,0.44201520912547526,9.24705882352941,10.470588235294118,19.71764705882353,0.3259668508287293,0.5470085470085471,0.058823529411764705
Clint Hester,55,1190.0,479.0,358.0,150.0,0.0,26.0,12.0,2.0,1.0,8.709090909090909,0.40252100840336136,2.727272727272727,3.7818181818181817,6.509090909090909,0.46153846153846156,0.5,0.0
Cody Donovan,5,0.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.6,4.0,0.0,0.0,0.0
Cody East,15,62.0,26.0,135.0,47.0,0.0,0.0,0.0,6.0,2.0,1.7333333333333334,0.41935483870967744,3.1333333333333333,5.866666666666666,9.0,0.0,0.6666666666666666,0.0
Cody Garbrandt,85,2807.0,1056.0,5419.0,2161.0,0.0,65.0,27.0,98.0,33.0,12.423529411764706,0.3762023512646954,25.423529411764704,38.32941176470588,63.752941176470586,0.4153846153846154,0.6632653061224489,0.0
Cody Gibson,45,293.0,109.0,155.0,59.0,3.0,20.0,13.0,2.0,1.0,2.422222222222222,0.3720136518771331,1.3111111111111111,2.1333333333333333,3.4444444444444446,0.65,0.5,0.06666666666666667
Cody Pfister,50,300.0,71.0,503.0,221.0,0.0,40.0,12.0,11.0,4.0,1.42,0.23666666666666666,4.42,5.64,10.06,0.3,0.6363636363636364,0.0
Cody Stamann,55,982.0,509.0,1415.0,645.0,0.0,47.0,32.0,78.0,26.0,9.254545454545454,0.5183299389002036,11.727272727272727,14.0,25.727272727272727,0.6808510638297872,0.6666666666666666,0.0
Colby Covington,140,2322.0,1086.0,2991.0,1486.0,13.0,358.0,179.0,166.0,54.0,7.757142857142857,0.46770025839793283,10.614285714285714,10.75,21.364285714285714,0.5,0.6746987951807228,0.09285714285714286
Cole Miller,65,1041.0,334.0,1321.0,601.0,5.0,9.0,3.0,17.0,7.0,5.138461538461539,0.3208453410182517,9.246153846153845,11.076923076923077,20.323076923076922,0.3333333333333333,0.5882352941176471,0.07692307692307693
Colton Smith,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor McGregor,100,2869.0,1384.0,2944.0,1349.0,0.0,13.0,8.0,98.0,37.0,13.84,0.4823980481003834,13.49,15.95,29.44,0.6153846153846154,0.6224489795918368,0.0
Corey Anderson,155,8256.0,3816.0,4079.0,1983.0,0.0,451.0,232.0,168.0,60.0,24.61935483870968,0.4622093023255814,12.793548387096774,13.522580645161291,26.316129032258065,0.5144124168514412,0.6428571428571429,0.0
Cortney Casey,115,4389.0,1836.0,3427.0,1547.0,8.0,17.0,12.0,98.0,43.0,15.965217391304348,0.4183185235816815,13.452173913043477,16.347826086956523,29.8,0.7058823529411765,0.5612244897959183,0.06956521739130435
Cory Hendricks,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cory Sandhagen,20,147.0,80.0,949.0,420.0,0.0,1.0,1.0,17.0,8.0,4.0,0.54421768707483,21.0,26.45,47.45,1.0,0.5294117647058824,0.0
Costas Philippou,25,82.0,23.0,330.0,128.0,0.0,0.0,0.0,3.0,1.0,0.92,0.2804878048780488,5.12,8.08,13.2,0.0,0.6666666666666666,0.0
Court McGee,65,931.0,421.0,1864.0,741.0,2.0,97.0,17.0,46.0,21.0,6.476923076923077,0.4522019334049409,11.4,17.276923076923076,28.676923076923078,0.17525773195876287,0.5434782608695652,0.03076923076923077
Craig White,20,17.0,6.0,2036.0,918.0,0.0,2.0,0.0,92.0,38.0,0.3,0.35294117647058826,45.9,55.9,101.8,0.0,0.5869565217391305,0.0
Cris Cyborg,60,1050.0,622.0,1610.0,567.0,0.0,8.0,6.0,16.0,2.0,10.366666666666667,0.5923809523809523,9.45,17.383333333333333,26.833333333333332,0.75,0.875,0.0
Cristiano Marcello,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristina Stanciu,20,76.0,39.0,512.0,202.0,2.0,1.0,1.0,0.0,0.0,1.95,0.5131578947368421,10.1,15.5,25.6,1.0,0.0,0.1
Cub Swanson,165,7258.0,3657.0,4408.0,1953.0,5.0,73.0,19.0,149.0,58.0,22.163636363636364,0.5038578120694406,11.836363636363636,14.878787878787879,26.715151515151515,0.2602739726027397,0.610738255033557,0.030303030303030304
Cung Le,20,0.0,0.0,137.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.85,6.85,0.0,0.0,0.0
Curtis Blaydes,85,1696.0,854.0,1642.0,922.0,0.0,167.0,87.0,34.0,13.0,10.047058823529412,0.5035377358490566,10.847058823529412,8.470588235294118,19.31764705882353,0.5209580838323353,0.6176470588235294,0.0
Curtis Millender,25,106.0,47.0,1008.0,445.0,0.0,0.0,0.0,4.0,1.0,1.88,0.44339622641509435,17.8,22.52,40.32,0.0,0.75,0.0
Cynthia Calvillo,50,527.0,193.0,1178.0,554.0,17.0,10.0,7.0,72.0,31.0,3.86,0.36622390891840606,11.08,12.48,23.56,0.7,0.5694444444444444,0.34
Cyril Asker,30,360.0,133.0,396.0,165.0,1.0,19.0,7.0,4.0,0.0,4.433333333333334,0.36944444444444446,5.5,7.7,13.2,0.3684210526315789,1.0,0.03333333333333333
Cyrille Diabate,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daichi Abe,45,537.0,189.0,1485.0,652.0,0.0,3.0,2.0,25.0,8.0,4.2,0.35195530726256985,14.488888888888889,18.511111111111113,33.0,0.6666666666666666,0.68,0.0
Damian Grabowski,25,9.0,3.0,933.0,502.0,0.0,2.0,0.0,23.0,10.0,0.12,0.3333333333333333,20.08,17.24,37.32,0.0,0.5652173913043478,0.0
Damian Stasiak,80,658.0,239.0,721.0,306.0,12.0,67.0,30.0,33.0,7.0,2.9875,0.36322188449848025,3.825,5.1875,9.0125,0.44776119402985076,0.7878787878787878,0.15
Damien Brown,70,1046.0,411.0,1197.0,487.0,9.0,25.0,7.0,62.0,31.0,5.871428571428571,0.39292543021032506,6.957142857142857,10.142857142857142,17.1,0.28,0.5,0.12857142857142856
Damir Hadzovic,50,214.0,81.0,1183.0,466.0,1.0,2.0,0.0,64.0,29.0,1.62,0.37850467289719625,9.32,14.34,23.66,0.0,0.546875,0.02
Damon Jackson,30,111.0,45.0,230.0,109.0,0.0,14.0,3.0,27.0,11.0,1.5,0.40540540540540543,3.6333333333333333,4.033333333333333,7.666666666666667,0.21428571428571427,0.5925925925925926,0.0
Dan Henderson,80,576.0,239.0,1940.0,769.0,0.0,17.0,0.0,23.0,10.0,2.9875,0.4149305555555556,9.6125,14.6375,24.25,0.0,0.5652173913043478,0.0
Dan Hooker,100,3933.0,1637.0,3897.0,1667.0,8.0,27.0,10.0,138.0,59.0,16.37,0.41622171370455124,16.67,22.3,38.97,0.37037037037037035,0.572463768115942,0.08
Dan Ige,35,355.0,143.0,318.0,160.0,6.0,25.0,9.0,10.0,5.0,4.085714285714285,0.4028169014084507,4.571428571428571,4.514285714285714,9.085714285714285,0.36,0.5,0.17142857142857143
Dan Miller,15,0.0,0.0,196.0,104.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,6.933333333333334,6.133333333333334,13.066666666666666,0.0,0.7692307692307693,0.0
Dan Moret,10,0.0,0.0,520.0,215.0,0.0,0.0,0.0,28.0,11.0,0.0,0.0,21.5,30.5,52.0,0.0,0.6071428571428571,0.0
Daniel Cormier,140,4509.0,2194.0,2884.0,1580.0,38.0,180.0,71.0,77.0,29.0,15.67142857142857,0.48658239077400756,11.285714285714286,9.314285714285715,20.6,0.39444444444444443,0.6233766233766234,0.2714285714285714
Daniel Jolly,15,31.0,12.0,34.0,17.0,0.0,2.0,0.0,0.0,0.0,0.8,0.3870967741935484,1.1333333333333333,1.1333333333333333,2.2666666666666666,0.0,0.0,0.0
Daniel Kelly,110,4289.0,1712.0,2678.0,1176.0,10.0,148.0,57.0,115.0,42.0,15.563636363636364,0.39916064350664493,10.690909090909091,13.654545454545454,24.345454545454544,0.38513513513513514,0.6347826086956522,0.09090909090909091
Daniel Omielanczuk,105,1273.0,829.0,870.0,469.0,0.0,33.0,9.0,48.0,27.0,7.895238095238096,0.6512175962293795,4.466666666666667,3.8190476190476192,8.285714285714286,0.2727272727272727,0.4375,0.0
Daniel Pineda,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Sarafian,20,54.0,30.0,35.0,19.0,2.0,2.0,0.0,3.0,0.0,1.5,0.5555555555555556,0.95,0.8,1.75,0.0,1.0,0.1
Daniel Spitz,30,278.0,107.0,770.0,412.0,0.0,5.0,3.0,29.0,12.0,3.566666666666667,0.38489208633093525,13.733333333333333,11.933333333333334,25.666666666666668,0.6,0.5862068965517241,0.0
Daniel Spohn,20,51.0,24.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.2,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.1
Daniel Teymur,30,129.0,69.0,323.0,135.0,0.0,2.0,0.0,0.0,0.0,2.3,0.5348837209302325,4.5,6.266666666666667,10.766666666666667,0.0,0.0,0.0
Danielle Taylor,75,1382.0,385.0,1413.0,543.0,0.0,11.0,4.0,35.0,5.0,5.133333333333334,0.2785817655571635,7.24,11.6,18.84,0.36363636363636365,0.8571428571428571,0.0
Danny Castillo,65,606.0,210.0,439.0,233.0,7.0,42.0,6.0,37.0,10.0,3.230769230769231,0.3465346534653465,3.5846153846153848,3.169230769230769,6.753846153846154,0.14285714285714285,0.7297297297297297,0.1076923076923077
Danny Henry,20,174.0,93.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,4.65,0.5344827586206896,0.0,0.0,0.0,0.3333333333333333,0.0,0.1
Danny Martinez,60,800.0,252.0,216.0,107.0,0.0,46.0,15.0,17.0,6.0,4.2,0.315,1.7833333333333334,1.8166666666666667,3.6,0.32608695652173914,0.6470588235294118,0.0
Danny Mitchell,30,34.0,18.0,79.0,31.0,5.0,1.0,0.0,0.0,0.0,0.6,0.5294117647058824,1.0333333333333334,1.6,2.6333333333333333,0.0,0.0,0.16666666666666666
Danny Roberts,70,1843.0,738.0,867.0,440.0,6.0,19.0,0.0,32.0,21.0,10.542857142857143,0.40043407487791643,6.285714285714286,6.1,12.385714285714286,0.0,0.34375,0.08571428571428572
Darko Stosic,5,0.0,0.0,48.0,26.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.2,4.4,9.6,0.0,0.75,0.0
Daron Cruickshank,85,2107.0,838.0,1264.0,553.0,12.0,89.0,47.0,28.0,7.0,9.858823529411765,0.3977218794494542,6.5058823529411764,8.364705882352942,14.870588235294118,0.5280898876404494,0.75,0.1411764705882353
Darrell Horcher,40,130.0,49.0,852.0,389.0,2.0,0.0,0.0,31.0,17.0,1.225,0.3769230769230769,9.725,11.575,21.3,0.0,0.45161290322580644,0.05
Darrell Montague,20,105.0,26.0,75.0,22.0,2.0,2.0,1.0,0.0,0.0,1.3,0.24761904761904763,1.1,2.65,3.75,0.5,0.0,0.1
Darren Elkins,145,5466.0,1958.0,2971.0,1280.0,63.0,407.0,119.0,144.0,61.0,13.50344827586207,0.35821441639224294,8.827586206896552,11.662068965517241,20.489655172413794,0.29238329238329236,0.5763888888888888,0.43448275862068964
Darren Stewart,55,608.0,277.0,779.0,433.0,0.0,45.0,17.0,96.0,18.0,5.036363636363636,0.4555921052631579,7.872727272727273,6.290909090909091,14.163636363636364,0.37777777777777777,0.8125,0.0
Darren Till,95,1459.0,752.0,3642.0,1556.0,0.0,42.0,11.0,72.0,23.0,7.91578947368421,0.5154215215901302,16.378947368421052,21.957894736842107,38.33684210526316,0.2619047619047619,0.6805555555555556,0.0
Dashon Johnson,20,15.0,11.0,23.0,5.0,1.0,1.0,0.0,0.0,0.0,0.55,0.7333333333333333,0.25,0.9,1.15,0.0,0.0,0.05
Dave Galera,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davey Grant,35,302.0,180.0,158.0,78.0,0.0,12.0,4.0,10.0,5.0,5.142857142857143,0.5960264900662252,2.2285714285714286,2.2857142857142856,4.514285714285714,0.3333333333333333,0.5,0.0
Davi Ramos,35,368.0,125.0,1025.0,461.0,1.0,11.0,5.0,27.0,8.0,3.5714285714285716,0.33967391304347827,13.17142857142857,16.114285714285714,29.285714285714285,0.45454545454545453,0.7037037037037037,0.02857142857142857
David Branch,30,300.0,103.0,1412.0,710.0,0.0,16.0,5.0,23.0,9.0,3.433333333333333,0.3433333333333333,23.666666666666668,23.4,47.06666666666667,0.3125,0.6086956521739131,0.0
David Michaud,45,382.0,159.0,236.0,120.0,4.0,20.0,10.0,14.0,4.0,3.533333333333333,0.4162303664921466,2.6666666666666665,2.577777777777778,5.2444444444444445,0.5,0.7142857142857143,0.08888888888888889
