Name,estimated_minutes,Total (R1-R5) Strikes Attempts,Total (R1-R5) Strikes Landed,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total (R1-R5) Ground Total Strikes_Attempts,Total (R1-R5) Ground Total Strikes_Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Total (R1-R5) Grappling Time,Total (R1-R5) Grappling Actions(Grd. Strikes + (Sub & TD Attempts),"Total (R1-R5) Striking, Standing, and Clinch Time",Total Striking Attempts to Grappling Action Attempts Ratio,Total Striking Time to Grappling Action Time Ratio
Luke Jumeau,45,305.0,171.0,261.0,129.0,468.0,212.0,18.0,16.0,0.0,0.0,0.0,32.0,14.0,0.008888888888888889,18.0,44.99111111111111,16.944444444444443,8.998222222222221
Luke Rockhold,80,1514.0,985.0,1312.0,806.0,2836.0,1115.0,680.0,528.0,34.0,21.0,12.0,71.0,26.0,5.977777777777778,735.0,74.02222222222223,2.0598639455782313,12.382899628252789
Luke Sanders,45,1049.0,646.0,868.0,491.0,1692.0,782.0,398.0,356.0,4.0,8.0,3.0,94.0,38.0,1.24,410.0,43.76,2.5585365853658537,8.751999999999999
Luke Zachrich,25,248.0,72.0,248.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,25.0,248.0,5.0
Lyman Good,25,115.0,64.0,106.0,55.0,464.0,179.0,20.0,16.0,0.0,0.0,0.0,7.0,1.0,0.06666666666666667,20.0,24.933333333333334,5.75,4.986666666666666
Lyoto Machida,120,2202.0,924.0,2096.0,852.0,1133.0,612.0,151.0,88.0,0.0,14.0,7.0,64.0,25.0,3.1244444444444444,165.0,116.87555555555555,13.345454545454546,23.37511111111111
Mackenzie Dern,20,149.0,76.0,143.0,70.0,488.0,187.0,12.0,11.0,1.0,6.0,1.0,15.0,7.0,0.22666666666666666,19.0,19.773333333333333,7.842105263157895,3.9546666666666668
Mads Burnell,45,233.0,134.0,94.0,40.0,856.0,359.0,116.0,80.0,1.0,7.0,3.0,79.0,31.0,0.6944444444444444,124.0,44.30555555555556,1.8790322580645162,8.86111111111111
Magnus Cedenblad,45,679.0,553.0,205.0,118.0,154.0,110.0,424.0,380.0,3.0,27.0,15.0,9.0,2.0,4.164444444444444,454.0,40.83555555555556,1.4955947136563876,8.167111111111112
Magomed Ankalaev,20,129.0,89.0,96.0,59.0,126.0,75.0,69.0,56.0,0.0,0.0,0.0,6.0,1.0,0.6544444444444445,69.0,19.345555555555556,1.8695652173913044,3.869111111111111
Magomed Bibulatov,20,165.0,94.0,115.0,51.0,760.0,329.0,100.0,74.0,0.0,7.0,2.0,21.0,5.0,0.9277777777777778,107.0,19.072222222222223,1.5420560747663552,3.8144444444444447
Magomed Mustafaev,25,125.0,68.0,109.0,54.0,1536.0,613.0,11.0,11.0,0.0,6.0,0.0,53.0,20.0,0.011111111111111112,17.0,24.988888888888887,7.352941176470588,4.997777777777777
Mairbek Taisumov,80,1925.0,893.0,1692.0,701.0,646.0,265.0,387.0,264.0,0.0,57.0,43.0,21.0,7.0,0.0044444444444444444,444.0,79.99555555555555,4.335585585585585,15.99911111111111
Makwan Amirkhani,55,247.0,164.0,174.0,105.0,1362.0,463.0,178.0,131.0,9.0,29.0,15.0,49.0,18.0,2.917777777777778,216.0,52.08222222222222,1.1435185185185186,10.416444444444444
Manny Bermudez,15,43.0,27.0,28.0,12.0,944.0,367.0,24.0,21.0,3.0,5.0,1.0,14.0,5.0,0.24444444444444444,32.0,14.755555555555556,1.34375,2.9511111111111115
Manvel Gamburyan,55,792.0,432.0,556.0,231.0,494.0,198.0,141.0,92.0,11.0,52.0,20.0,29.0,17.0,1.9333333333333333,204.0,53.06666666666667,3.8823529411764706,10.613333333333333
Mara Romero Borella,20,18.0,16.0,5.0,3.0,527.0,172.0,15.0,15.0,1.0,1.0,1.0,12.0,0.0,0.35555555555555557,17.0,19.644444444444446,1.0588235294117647,3.9288888888888893
Marc Diakiese,75,1231.0,642.0,960.0,386.0,1071.0,476.0,241.0,220.0,0.0,74.0,33.0,24.0,8.0,3.0444444444444443,315.0,71.95555555555555,3.907936507936508,14.39111111111111
Marcel Fortuna,35,176.0,96.0,163.0,83.0,760.0,406.0,0.0,0.0,0.0,3.0,0.0,33.0,16.0,0.0,3.0,35.0,58.666666666666664,7.0
Marcelo Golm,20,70.0,47.0,54.0,35.0,654.0,286.0,36.0,29.0,1.0,1.0,1.0,20.0,6.0,0.0,38.0,20.0,1.8421052631578947,4.0
Marcelo Guimaraes,25,174.0,85.0,166.0,78.0,368.0,161.0,0.0,0.0,0.0,9.0,3.0,3.0,1.0,0.024444444444444446,9.0,24.975555555555555,19.333333333333332,4.995111111111111
Marcin Bandel,15,7.0,3.0,7.0,3.0,178.0,59.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,15.0,7.0,3.0
Marcin Held,60,619.0,297.0,468.0,167.0,926.0,339.0,161.0,120.0,4.0,20.0,14.0,28.0,9.0,2.7177777777777776,185.0,57.282222222222224,3.345945945945946,11.456444444444445
Marcin Prachnio,10,45.0,36.0,24.0,15.0,943.0,449.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,45.0,2.0
Marcin Tybura,110,3005.0,1864.0,2026.0,1007.0,2571.0,1289.0,824.0,642.0,1.0,39.0,19.0,105.0,34.0,5.405555555555556,864.0,104.59444444444445,3.478009259259259,19.349434737923946
Marcio Alexandre Junior,30,181.0,104.0,122.0,52.0,276.0,115.0,31.0,24.0,0.0,6.0,1.0,8.0,4.0,0.09111111111111111,37.0,29.90888888888889,4.891891891891892,5.981777777777777
Marco Beltran,70,1193.0,644.0,870.0,357.0,814.0,347.0,400.0,306.0,3.0,24.0,9.0,22.0,7.0,0.39555555555555555,427.0,69.60444444444444,2.7939110070257613,13.920888888888888
Marcos Rogerio de Lima,40,649.0,513.0,365.0,255.0,1198.0,514.0,328.0,276.0,11.0,0.0,0.0,32.0,12.0,1.6777777777777778,339.0,38.32222222222222,1.9144542772861357,7.664444444444444
Marcus Brimage,40,534.0,201.0,505.0,172.0,247.0,88.0,14.0,13.0,0.0,6.0,6.0,9.0,1.0,0.15777777777777777,20.0,39.84222222222222,26.7,7.968444444444444
Marion Reneau,120,4945.0,2238.0,4263.0,1697.0,1695.0,738.0,851.0,635.0,27.0,9.0,9.0,61.0,30.0,3.0355555555555553,887.0,116.96444444444444,5.574971815107102,23.392888888888887
Mark De La Rosa,20,6.0,4.0,4.0,2.0,265.0,141.0,3.0,3.0,0.0,0.0,0.0,25.0,20.0,0.06666666666666667,3.0,19.933333333333334,2.0,3.986666666666667
Mark Eddiva,45,919.0,573.0,603.0,287.0,394.0,151.0,183.0,162.0,0.0,38.0,12.0,3.0,1.0,1.95,221.0,43.05,4.158371040723982,8.61
Mark Godbeer,35,413.0,230.0,382.0,202.0,577.0,253.0,14.0,13.0,0.0,3.0,0.0,1.0,0.0,0.0,17.0,35.0,24.294117647058822,7.0
Mark Hunt,125,2887.0,1266.0,2545.0,958.0,2291.0,1223.0,265.0,245.0,0.0,8.0,8.0,110.0,39.0,1.8155555555555556,273.0,123.18444444444444,10.575091575091575,24.636888888888887
Mark Munoz,25,19.0,6.0,19.0,6.0,544.0,164.0,0.0,0.0,0.0,13.0,0.0,5.0,1.0,0.017777777777777778,13.0,24.982222222222223,1.4615384615384615,4.996444444444444
Markus Perez,35,160.0,95.0,124.0,64.0,587.0,292.0,38.0,29.0,4.0,11.0,5.0,32.0,14.0,0.42777777777777776,53.0,34.57222222222222,3.018867924528302,6.914444444444444
Marlon Moraes,40,729.0,232.0,726.0,229.0,2644.0,1219.0,5.0,5.0,2.0,10.0,2.0,77.0,29.0,0.15777777777777777,17.0,39.84222222222222,42.88235294117647,7.968444444444444
Marlon Vera,115,2778.0,1298.0,2582.0,1146.0,2721.0,971.0,679.0,442.0,46.0,59.0,19.0,68.0,26.0,2.7111111111111112,784.0,112.28888888888889,3.5433673469387754,22.45777777777778
Martin Bravo,30,261.0,129.0,245.0,113.0,1062.0,457.0,8.0,6.0,0.0,0.0,0.0,10.0,8.0,0.0,8.0,30.0,32.625,6.0
Marvin Vettori,65,1237.0,744.0,749.0,331.0,1400.0,600.0,404.0,312.0,9.0,22.0,13.0,75.0,40.0,3.2144444444444447,435.0,61.785555555555554,2.84367816091954,12.357111111111111
Maryna Moroz,80,1882.0,623.0,1680.0,457.0,1696.0,746.0,240.0,201.0,9.0,9.0,3.0,51.0,20.0,0.7133333333333334,258.0,79.28666666666666,7.294573643410852,15.857333333333333
Masanori Kanehara,40,447.0,340.0,182.0,88.0,245.0,89.0,208.0,199.0,4.0,8.0,4.0,8.0,4.0,2.111111111111111,220.0,37.888888888888886,2.0318181818181817,7.5777777777777775
Masio Fullen,35,317.0,123.0,269.0,83.0,299.0,103.0,10.0,6.0,0.0,4.0,2.0,1.0,1.0,0.21777777777777776,14.0,34.782222222222224,22.642857142857142,6.956444444444445
Matheus Nicolau,50,752.0,456.0,573.0,307.0,2131.0,977.0,243.0,185.0,11.0,18.0,12.0,130.0,42.0,2.1366666666666667,272.0,47.86333333333333,2.764705882352941,9.572666666666667
Mats Nilsson,20,64.0,32.0,56.0,25.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,64.0,4.0
Matt Bessette,35,282.0,111.0,264.0,97.0,1003.0,366.0,1.0,1.0,0.0,0.0,0.0,67.0,25.0,0.0,1.0,35.0,282.0,7.0
Matt Brown,100,3776.0,2134.0,3238.0,1647.0,3689.0,1634.0,794.0,663.0,33.0,91.0,51.0,132.0,40.0,3.267777777777778,918.0,96.73222222222222,4.113289760348584,19.346444444444444
Matt Dwyer,40,214.0,60.0,209.0,55.0,393.0,178.0,17.0,11.0,0.0,3.0,0.0,2.0,1.0,0.022222222222222223,20.0,39.977777777777774,10.7,7.995555555555555
Matt Frevola,15,66.0,33.0,53.0,20.0,538.0,211.0,19.0,15.0,2.0,4.0,2.0,0.0,0.0,0.4411111111111111,25.0,14.55888888888889,2.64,2.911777777777778
Matt Hobar,35,226.0,134.0,154.0,77.0,478.0,154.0,124.0,89.0,0.0,9.0,6.0,3.0,1.0,1.1455555555555557,133.0,33.85444444444445,1.699248120300752,6.770888888888889
Matt Mitrione,35,358.0,161.0,338.0,149.0,383.0,174.0,42.0,33.0,0.0,1.0,0.0,11.0,4.0,0.10222222222222223,43.0,34.897777777777776,8.325581395348838,6.979555555555555
Matt Schnell,40,376.0,167.0,319.0,112.0,691.0,304.0,55.0,51.0,3.0,4.0,2.0,27.0,5.0,0.41555555555555557,62.0,39.58444444444444,6.064516129032258,7.916888888888889
Matt Van Buren,20,10.0,2.0,10.0,2.0,253.0,124.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,20.0,10.0,4.0
Matthew Lopez,60,659.0,417.0,505.0,266.0,1836.0,762.0,306.0,264.0,11.0,28.0,22.0,60.0,18.0,5.722222222222222,345.0,54.27777777777778,1.9101449275362319,9.485436893203884
Mauricio Rua,70,1458.0,871.0,1165.0,593.0,2168.0,985.0,366.0,306.0,0.0,28.0,13.0,75.0,32.0,1.6288888888888888,394.0,68.3711111111111,3.700507614213198,13.674222222222221
Max Griffin,65,781.0,380.0,664.0,277.0,1607.0,689.0,179.0,129.0,4.0,3.0,0.0,60.0,22.0,0.08666666666666667,186.0,64.91333333333333,4.198924731182796,12.982666666666665
Max Holloway,155,10116.0,5217.0,9492.0,4668.0,3458.0,1506.0,1097.0,900.0,34.0,25.0,15.0,63.0,20.0,13.254444444444445,1156.0,141.74555555555554,8.750865051903114,10.694190627881632
Maximo Blanco,60,2228.0,1269.0,1781.0,880.0,575.0,222.0,427.0,359.0,1.0,78.0,29.0,27.0,9.0,3.493333333333333,506.0,56.50666666666667,4.403162055335969,11.301333333333334
Mehdi Baghdad,20,6.0,2.0,5.0,1.0,675.0,373.0,2.0,2.0,0.0,0.0,0.0,19.0,9.0,0.0,2.0,20.0,3.0,4.0
Melinda Fabian,30,175.0,102.0,117.0,49.0,377.0,128.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,30.0,87.5,6.0
Merab Dvalishvili,45,593.0,290.0,446.0,155.0,1448.0,556.0,54.0,49.0,0.0,68.0,28.0,49.0,21.0,0.74,122.0,44.26,4.860655737704918,8.852
Michael Bisping,170,8771.0,3168.0,8553.0,2973.0,2089.0,1006.0,329.0,266.0,0.0,18.0,0.0,25.0,12.0,1.0155555555555555,347.0,168.98444444444445,25.276657060518733,33.79688888888889
Michael Chiesa,75,2575.0,1460.0,1420.0,565.0,2651.0,1137.0,1260.0,916.0,7.0,100.0,41.0,104.0,39.0,11.696666666666667,1367.0,63.303333333333335,1.8836869056327725,5.412083214591052
Michael Graves,40,184.0,132.0,112.0,65.0,243.0,93.0,104.0,87.0,1.0,27.0,16.0,9.0,2.0,1.7822222222222222,132.0,38.217777777777776,1.393939393939394,7.643555555555555
Michael Johnson,115,6302.0,2083.0,6191.0,2009.0,3167.0,1336.0,93.0,71.0,3.0,50.0,22.0,156.0,66.0,1.1266666666666667,146.0,113.87333333333333,43.16438356164384,22.77466666666667
Michael McBride,25,65.0,42.0,31.0,16.0,785.0,375.0,36.0,27.0,0.0,1.0,0.0,47.0,18.0,0.06,37.0,24.94,1.7567567567567568,4.988
Michael McDonald,15,14.0,6.0,13.0,5.0,858.0,362.0,1.0,1.0,2.0,0.0,0.0,10.0,5.0,0.022222222222222223,3.0,14.977777777777778,4.666666666666667,2.9955555555555557
Michel Prazeres,125,3454.0,1844.0,2808.0,1299.0,2763.0,1055.0,775.0,644.0,13.0,362.0,123.0,107.0,41.0,6.935555555555555,1150.0,118.06444444444445,3.0034782608695654,17.023069528997116
Michel Quinones,25,79.0,16.0,78.0,16.0,174.0,101.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,25.0,79.0,5.0
Michelle Waterson,75,1203.0,864.0,827.0,522.0,3722.0,1558.0,469.0,406.0,28.0,32.0,29.0,98.0,35.0,7.88,529.0,67.12,2.2741020793950852,8.51776649746193
Michinori Tanaka,75,1203.0,686.0,745.0,284.0,479.0,208.0,643.0,525.0,4.0,59.0,28.0,31.0,12.0,4.26,706.0,70.74,1.7039660056657224,14.148
Mickael Lebout,45,340.0,168.0,307.0,137.0,83.0,50.0,49.0,42.0,0.0,1.0,0.0,0.0,0.0,0.8566666666666667,50.0,44.14333333333333,6.8,8.828666666666667
Mickey Gall,40,291.0,205.0,164.0,93.0,1118.0,484.0,242.0,182.0,18.0,9.0,7.0,48.0,13.0,2.1333333333333333,269.0,37.86666666666667,1.0817843866171004,7.573333333333333
Miesha Tate,105,2677.0,1617.0,1751.0,786.0,1575.0,703.0,886.0,771.0,30.0,97.0,18.0,40.0,18.0,10.27,1013.0,94.73,2.642645607107601,9.223953261927946
Mike Easton,30,116.0,51.0,111.0,46.0,109.0,33.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,30.0,19.333333333333332,6.0
Mike Jackson,20,6.0,3.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,4.0
Mike Perry,95,2962.0,1442.0,2737.0,1223.0,3214.0,1400.0,493.0,416.0,0.0,6.0,3.0,26.0,8.0,2.3144444444444443,499.0,92.68555555555555,5.935871743486974,18.53711111111111
Mike Pyle,70,1626.0,923.0,1329.0,644.0,1574.0,620.0,391.0,361.0,16.0,46.0,27.0,73.0,35.0,3.04,453.0,66.96,3.589403973509934,13.392
Mike Rhodes,35,377.0,166.0,356.0,149.0,138.0,62.0,3.0,2.0,2.0,10.0,4.0,3.0,0.0,0.04,15.0,34.96,25.133333333333333,6.992
Mike Rodriguez,20,20.0,7.0,20.0,7.0,271.0,144.0,2.0,2.0,0.0,0.0,0.0,16.0,6.0,0.0,2.0,20.0,10.0,4.0
Mike Santiago,35,470.0,245.0,380.0,167.0,264.0,99.0,71.0,55.0,2.0,24.0,9.0,19.0,5.0,0.5422222222222223,97.0,34.45777777777778,4.845360824742268,6.891555555555556
Mike Wilkinson,20,16.0,7.0,15.0,6.0,19.0,11.0,6.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0022222222222222222,7.0,19.997777777777777,2.2857142857142856,3.9995555555555553
Mike de la Torre,55,2233.0,1258.0,1460.0,539.0,1113.0,514.0,90.0,81.0,0.0,25.0,6.0,38.0,14.0,0.057777777777777775,115.0,54.94222222222222,19.417391304347827,10.988444444444443
Milana Dudieva,35,184.0,106.0,77.0,22.0,722.0,237.0,98.0,79.0,0.0,12.0,5.0,4.0,1.0,0.27111111111111114,110.0,34.72888888888889,1.6727272727272726,6.945777777777778
Minotauro Nogueira,20,37.0,12.0,37.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,37.0,4.0
Mirsad Bektic,80,2857.0,1926.0,1355.0,632.0,2167.0,869.0,1919.0,1560.0,6.0,97.0,54.0,130.0,40.0,15.915555555555555,2022.0,64.08444444444444,1.4129574678536103,4.02652890254119
Misha Cirkunov,45,1201.0,774.0,734.0,405.0,1162.0,576.0,452.0,368.0,9.0,59.0,34.0,30.0,9.0,2.688888888888889,520.0,42.31111111111111,2.3096153846153844,8.462222222222222
Mitch Clarke,40,388.0,223.0,307.0,155.0,973.0,367.0,57.0,49.0,3.0,8.0,0.0,22.0,7.0,0.0,68.0,40.0,5.705882352941177,8.0
Mitch Gagnon,50,587.0,357.0,439.0,209.0,353.0,95.0,98.0,87.0,17.0,20.0,8.0,1.0,1.0,0.0,135.0,50.0,4.348148148148148,10.0
Mizuto Hirota,60,1314.0,681.0,926.0,346.0,1632.0,642.0,427.0,331.0,0.0,34.0,18.0,18.0,12.0,2.582222222222222,461.0,57.41777777777778,2.8503253796095445,11.483555555555556
Montana De La Rosa,20,19.0,8.0,17.0,6.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,20.0,19.0,4.0
Muslim Salikhov,20,27.0,10.0,27.0,10.0,523.0,159.0,0.0,0.0,0.0,0.0,0.0,37.0,20.0,0.0,0.0,20.0,27.0,4.0
Myles Jury,65,1386.0,601.0,1273.0,514.0,1924.0,951.0,240.0,171.0,0.0,56.0,26.0,71.0,20.0,1.8444444444444446,296.0,63.15555555555556,4.6824324324324325,12.631111111111112
Naoki Inoue,30,228.0,151.0,116.0,62.0,213.0,68.0,143.0,107.0,5.0,2.0,0.0,3.0,1.0,1.0644444444444445,150.0,28.935555555555556,1.52,5.787111111111111
Naoyuki Kotani,35,120.0,45.0,96.0,21.0,304.0,109.0,18.0,17.0,0.0,15.0,1.0,37.0,8.0,0.13333333333333333,33.0,34.86666666666667,3.6363636363636362,6.973333333333334
Nasrat Haqparast,30,94.0,43.0,75.0,27.0,529.0,205.0,18.0,14.0,0.0,1.0,1.0,36.0,18.0,0.12666666666666668,19.0,29.873333333333335,4.947368421052632,5.974666666666667
Nate Diaz,65,1212.0,556.0,1064.0,422.0,1439.0,589.0,129.0,118.0,2.0,1.0,1.0,11.0,6.0,0.042222222222222223,132.0,64.95777777777778,9.181818181818182,12.991555555555555
Nate Marquardt,100,1831.0,1038.0,1505.0,747.0,2202.0,958.0,335.0,285.0,8.0,89.0,25.0,64.0,28.0,5.411111111111111,432.0,94.58888888888889,4.238425925925926,17.480492813141684
Nathan Coy,25,212.0,99.0,166.0,59.0,645.0,198.0,66.0,58.0,0.0,7.0,5.0,19.0,7.0,1.0866666666666667,73.0,23.913333333333334,2.904109589041096,4.782666666666667
Neil Magny,205,17664.0,10408.0,12705.0,5947.0,4862.0,2143.0,5804.0,4906.0,26.0,638.0,281.0,162.0,64.0,25.70888888888889,6468.0,179.29111111111112,2.730983302411874,6.973895755899386
Neil Seery,100,2988.0,1484.0,2452.0,985.0,1488.0,605.0,730.0,630.0,30.0,43.0,18.0,38.0,12.0,0.006666666666666667,803.0,99.99333333333334,3.721046077210461,19.99866666666667
Nick Hein,95,2452.0,1170.0,2053.0,820.0,881.0,338.0,253.0,204.0,0.0,63.0,20.0,16.0,7.0,47.00333333333333,316.0,47.99666666666667,7.7594936708860756,1.021133252960783
Nico Musoke,75,1518.0,693.0,1298.0,493.0,529.0,207.0,206.0,170.0,0.0,56.0,14.0,13.0,5.0,4.026666666666666,262.0,70.97333333333333,5.793893129770993,14.194666666666667
Nicolas Dalby,60,1007.0,441.0,907.0,348.0,349.0,140.0,118.0,91.0,0.0,39.0,22.0,12.0,8.0,0.8977777777777778,157.0,59.102222222222224,6.414012738853503,11.820444444444444
Nik Lentz,105,3190.0,1906.0,2380.0,1201.0,1376.0,633.0,907.0,780.0,25.0,241.0,75.0,112.0,44.0,8.933333333333334,1173.0,96.06666666666666,2.7195225916453536,10.753731343283581
Nikita Krylov,60,1861.0,1292.0,1301.0,806.0,1521.0,798.0,640.0,524.0,12.0,12.0,1.0,72.0,24.0,0.8622222222222222,664.0,59.13777777777778,2.802710843373494,11.827555555555556
Niklas Backstrom,25,38.0,19.0,36.0,17.0,122.0,50.0,10.0,6.0,4.0,0.0,0.0,13.0,4.0,0.0,14.0,25.0,2.7142857142857144,5.0
Niko Price,55,1361.0,451.0,1187.0,326.0,2673.0,1244.0,222.0,157.0,18.0,44.0,11.0,62.0,22.0,2.8666666666666667,284.0,52.13333333333333,4.792253521126761,10.426666666666666
Nina Ansaroff,75,1504.0,857.0,1215.0,607.0,1810.0,774.0,239.0,194.0,12.0,13.0,5.0,61.0,15.0,3.44,264.0,71.56,5.696969696969697,14.312000000000001
Ning Guangyou,55,680.0,344.0,518.0,208.0,273.0,130.0,158.0,124.0,3.0,15.0,10.0,22.0,12.0,0.0,176.0,55.0,3.8636363636363638,11.0
Noad Lahat,45,519.0,319.0,366.0,173.0,86.0,38.0,158.0,143.0,1.0,31.0,9.0,3.0,2.0,1.1,190.0,43.9,2.731578947368421,8.78
Nolan Ticman,20,8.0,3.0,8.0,3.0,67.0,27.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.3711111111111111,9.0,19.628888888888888,0.8888888888888888,3.9257777777777774
Nordine Taleb,105,3893.0,2648.0,2703.0,1514.0,1647.0,718.0,1624.0,1402.0,0.0,114.0,90.0,54.0,16.0,7.486666666666666,1738.0,97.51333333333334,2.2399309551208284,13.02493321460374
Norman Parke,85,2059.0,874.0,1683.0,547.0,687.0,273.0,234.0,134.0,0.0,108.0,17.0,42.0,18.0,2.473333333333333,342.0,82.52666666666667,6.02046783625731,16.505333333333333
Oliver Enkamp,20,114.0,44.0,101.0,34.0,898.0,413.0,11.0,8.0,0.0,5.0,1.0,22.0,13.0,0.028888888888888888,16.0,19.97111111111111,7.125,3.994222222222222
Olivier Aubin-Mercier,130,4217.0,2564.0,3056.0,1569.0,2605.0,1114.0,1143.0,976.0,22.0,357.0,116.0,104.0,32.0,4.953333333333333,1522.0,125.04666666666667,2.770696452036794,25.009333333333334
Oluwale Bamgbose,45,459.0,288.0,272.0,125.0,719.0,331.0,236.0,188.0,0.0,5.0,2.0,22.0,9.0,0.33555555555555555,241.0,44.66444444444444,1.904564315352697,8.932888888888888
Omari Akhmedov,100,2951.0,1230.0,2500.0,847.0,1051.0,509.0,604.0,483.0,3.0,96.0,55.0,24.0,11.0,5.546666666666667,703.0,94.45333333333333,4.197724039829303,17.028846153846153
Oskar Piechota,30,264.0,177.0,208.0,129.0,337.0,168.0,84.0,75.0,6.0,6.0,2.0,11.0,4.0,1.2,96.0,28.8,2.75,5.76
Ovince Saint Preux,185,7734.0,3629.0,6783.0,2774.0,3089.0,1589.0,1356.0,1104.0,39.0,212.0,97.0,160.0,72.0,13.96,1607.0,171.04,4.812694461729931,12.25214899713467
Paddy Holohan,40,781.0,513.0,445.0,220.0,848.0,370.0,392.0,330.0,9.0,32.0,16.0,24.0,8.0,5.062222222222222,433.0,34.937777777777775,1.8036951501154734,6.9016681299385425
Paige VanZant,100,4080.0,2879.0,1916.0,1078.0,818.0,420.0,1630.0,1298.0,22.0,96.0,40.0,22.0,12.0,0.013333333333333334,1748.0,99.98666666666666,2.334096109839817,19.997333333333334
Pat Healy,30,155.0,84.0,100.0,32.0,0.0,0.0,19.0,18.0,0.0,14.0,2.0,0.0,0.0,0.017777777777777778,33.0,29.982222222222223,4.696969696969697,5.996444444444444
Patrick Cote,100,2884.0,1962.0,1671.0,857.0,1650.0,742.0,1326.0,1177.0,6.0,132.0,30.0,23.0,5.0,3.301111111111111,1464.0,96.69888888888889,1.969945355191257,19.339777777777776
Patrick Cummins,125,5397.0,3399.0,3895.0,2115.0,3156.0,1423.0,2930.0,2278.0,9.0,416.0,204.0,123.0,57.0,27.537777777777777,3355.0,97.46222222222222,1.6086438152011922,3.53921885087153
Patrick Holohan,20,39.0,20.0,29.0,10.0,67.0,19.0,17.0,13.0,1.0,1.0,0.0,0.0,0.0,0.24666666666666667,19.0,19.753333333333334,2.0526315789473686,3.9506666666666668
Patrick Walsh,30,127.0,110.0,24.0,11.0,48.0,25.0,110.0,101.0,3.0,7.0,5.0,2.0,1.0,1.2433333333333334,120.0,28.756666666666668,1.0583333333333333,5.751333333333333
Patrick Williams,40,214.0,109.0,204.0,101.0,379.0,181.0,14.0,12.0,2.0,22.0,8.0,5.0,2.0,0.33666666666666667,38.0,39.663333333333334,5.631578947368421,7.932666666666667
Paul Craig,35,348.0,246.0,224.0,134.0,256.0,149.0,48.0,45.0,9.0,13.0,3.0,2.0,2.0,0.5733333333333334,70.0,34.42666666666667,4.9714285714285715,6.8853333333333335
Paul Felder,135,6203.0,2914.0,5605.0,2362.0,4141.0,1842.0,1007.0,755.0,18.0,52.0,22.0,122.0,49.0,9.6,1077.0,125.4,5.759517177344476,13.062500000000002
Paul Redmond,20,22.0,16.0,7.0,2.0,140.0,53.0,15.0,14.0,0.0,2.0,0.0,18.0,7.0,0.013333333333333334,17.0,19.986666666666668,1.2941176470588236,3.9973333333333336
Paulo Costa,30,365.0,218.0,346.0,201.0,1601.0,721.0,70.0,53.0,0.0,2.0,0.0,57.0,26.0,0.02,72.0,29.98,5.069444444444445,5.996
Paulo Thiago,30,119.0,48.0,110.0,42.0,236.0,92.0,0.0,0.0,0.0,7.0,1.0,8.0,2.0,0.013333333333333334,7.0,29.986666666666668,17.0,5.997333333333334
Pawel Pawlak,45,369.0,207.0,228.0,72.0,95.0,49.0,116.0,111.0,0.0,4.0,3.0,4.0,2.0,0.2388888888888889,120.0,44.76111111111111,3.075,8.952222222222222
Pearl Gonzalez,30,118.0,43.0,112.0,37.0,26.0,13.0,7.0,7.0,1.0,3.0,2.0,1.0,1.0,0.08888888888888889,11.0,29.91111111111111,10.727272727272727,5.982222222222222
Pedro Munhoz,105,3654.0,1512.0,3518.0,1385.0,2099.0,1007.0,188.0,176.0,38.0,126.0,31.0,119.0,60.0,1.7755555555555556,352.0,103.22444444444444,10.380681818181818,20.64488888888889
Peter Sobotta,65,1330.0,855.0,824.0,387.0,1461.0,643.0,619.0,544.0,6.0,43.0,29.0,51.0,20.0,8.173333333333334,668.0,56.82666666666667,1.9910179640718564,6.952691680261011
Petr Yan,20,45.0,29.0,40.0,25.0,583.0,267.0,12.0,8.0,0.0,0.0,0.0,16.0,3.0,0.07111111111111111,12.0,19.92888888888889,3.75,3.985777777777778
